,Potencial Retardador,Corriente,Desfasaje,X,Y,EscTemporal,EscAmplitud,Fecha de medicion,Tiempo Integracion,Frec de Señal,Tiempo de espera
108,3.6557788944723617,2.38761e-11,-61.536,1.13794e-11,-2.09913e-11,10,13,,,,
109,3.7035175879396984,2.39507e-11,-61.758,1.13314e-11,-2.11015e-11,10,13,,,,
110,3.751256281407035,2.38637e-11,-61.296,1.14611e-11,-2.09309e-11,10,13,,,,
111,3.798994974874372,2.39809e-11,-61.608,1.14025e-11,-2.10979e-11,10,13,,,,
112,3.8467336683417086,2.39827e-11,-61.512,1.1438e-11,-2.10819e-11,10,13,,,,
113,3.8944723618090453,2.34338e-11,-60.642,1.14878e-11,-2.04247e-11,10,13,,,,
114,3.942211055276382,2.3361e-11,-60.372,1.15482e-11,-2.03074e-11,10,13,,,,
115,3.9899497487437188,2.33699e-11,-60.882,1.13723e-11,-2.04158e-11,10,13,,,,
116,4.0376884422110555,2.42225e-11,-62.208,1.12941e-11,-2.14301e-11,10,13,,,,
117,4.085427135678392,2.38868e-11,-61.422,1.14256e-11,-2.09789e-11,10,13,,,,
118,4.133165829145728,2.41372e-11,-61.74,1.14291e-11,-2.12631e-11,10,13,,,,
119,4.180904522613065,2.4544e-11,-61.89,1.15641e-11,-2.16521e-11,10,13,,,,
120,4.2286432160804015,2.38957e-11,-61.092,1.15517e-11,-2.09203e-11,10,13,,,,
121,4.276381909547738,2.39969e-11,-61.332,1.15126e-11,-2.1057e-11,10,13,,,,
122,4.324120603015075,2.4393e-11,-62.874,1.11218e-11,-2.17107e-11,10,13,,,,
123,4.371859296482412,2.36186e-11,-61.602,1.1232e-11,-2.07782e-11,10,13,,,,
124,4.419597989949748,2.35297e-11,-60.984,1.14131e-11,-2.05774e-11,10,13,,,,
125,4.467336683417085,2.36008e-11,-61.14,1.13918e-11,-2.06716e-11,10,13,,,,
126,4.515075376884422,2.4409e-11,-62.232,1.13723e-11,-2.16006e-11,10,13,,,,
127,4.562814070351759,2.49419e-11,-62.796,1.14025e-11,-2.2185e-11,10,13,,,,
128,4.610552763819095,2.40378e-11,-61.758,1.13758e-11,-2.11778e-11,10,13,,,,
129,4.658291457286432,2.39703e-11,-61.494,1.14398e-11,-2.10642e-11,10,13,,,,
130,4.706030150753769,2.40804e-11,-61.332,1.15517e-11,-2.11299e-11,10,13,,,,
131,4.7537688442211055,2.50308e-11,-62.658,1.14966e-11,-2.22365e-11,10,13,,,,
132,4.801507537688442,2.51071e-11,-62.682,1.15215e-11,-2.23076e-11,10,13,,,,
133,4.849246231155779,2.47909e-11,-62.85,1.13119e-11,-2.20607e-11,10,13,,,,
134,4.896984924623116,2.72175e-11,-65.448,1.13083e-11,-2.47572e-11,10,13,,,,
135,4.944723618090452,2.58852e-11,-64.128,1.12959e-11,-2.32917e-11,10,13,,,,
136,4.992462311557789,2.61179e-11,-63.906,1.14878e-11,-2.34587e-11,10,13,,,,
137,5.040201005025126,2.63772e-11,-64.506,1.13528e-11,-2.38122e-11,10,13,,,,
138,5.0879396984924625,2.64376e-11,-64.638,1.13261e-11,-2.38921e-11,10,13,,,,
139,5.135678391959798,2.6752e-11,-64.794,1.13918e-11,-2.42083e-11,10,13,,,,
140,5.183417085427135,2.6752e-11,-64.56,1.14913e-11,-2.41603e-11,10,13,,,,
141,5.231155778894472,2.68267e-11,-64.776,1.14309e-11,-2.42705e-11,10,13,,,,
142,5.2788944723618085,2.67343e-11,-64.836,1.1367e-11,-2.41994e-11,10,13,,,,
143,5.326633165829145,2.69101e-11,-65.028,1.13599e-11,-2.43948e-11,10,13,,,,
144,5.374371859296482,2.62973e-11,-63.792,1.16139e-11,-2.35972e-11,10,13,,,,
145,5.422110552763819,2.61854e-11,-63.624,1.16334e-11,-2.34622e-11,10,13,,,,
146,5.469849246231155,2.60664e-11,-64.47,1.12337e-11,-2.35226e-11,10,13,,,,
147,5.517587939698492,2.65726e-11,-65.166,1.11609e-11,-2.41159e-11,10,13,,,,
148,5.565326633165829,2.69013e-11,-65.574,1.11236e-11,-2.44943e-11,10,13,,,,
149,5.613065326633166,2.68551e-11,-64.884,1.13989e-11,-2.43167e-11,10,13,,,,
150,5.660804020100502,2.7372e-11,-65.334,1.1422e-11,-2.4878e-11,10,13,,,,
151,5.708542713567839,2.85462e-11,-66.738,1.12728e-11,-2.62262e-11,10,13,,,,
152,5.756281407035176,2.85515e-11,-66.612,1.13332e-11,-2.62067e-11,10,13,,,,
153,5.8040201005025125,2.77166e-11,-65.97,1.12853e-11,-2.53167e-11,10,13,,,,
154,5.851758793969849,2.75443e-11,-65.646,1.13581e-11,-2.50947e-11,10,13,,,,
155,5.899497487437186,2.78978e-11,-65.52,1.15588e-11,-2.53914e-11,10,13,,,,
156,5.947236180904523,2.77877e-11,-65.556,1.14984e-11,-2.52972e-11,10,13,,,,
157,5.994974874371859,2.78321e-11,-65.934,1.13492e-11,-2.54144e-11,10,13,,,,
158,6.042713567839196,2.76189e-11,-66.024,1.12213e-11,-2.52386e-11,10,13,,,,
159,6.090452261306533,2.80292e-11,-65.82,1.14806e-11,-2.55708e-11,10,13,,,,
160,6.138190954773869,2.8484e-11,-66.198,1.14949e-11,-2.60628e-11,10,13,,,,
161,6.185929648241205,2.79031e-11,-66.45,1.11467e-11,-2.55814e-11,10,13,,,,
162,6.233668341708542,2.80381e-11,-66.258,1.1287e-11,-2.56667e-11,10,13,,,,
163,6.281407035175879,2.93652e-11,-66.714,1.16085e-11,-2.69741e-11,10,13,,,,
164,6.329145728643216,2.89974e-11,-66.516,1.15535e-11,-2.65975e-11,10,13,,,,
165,6.376884422110552,2.87611e-11,-66.51,1.14611e-11,-2.6379e-11,10,13,,,,
166,6.424623115577889,2.90791e-11,-67.014,1.13545e-11,-2.67734e-11,10,13,,,,
167,6.472361809045226,2.91609e-11,-67.044,1.13741e-11,-2.68533e-11,10,13,,,,
168,6.5201005025125625,2.94487e-11,-67.224,1.13989e-11,-2.71553e-11,10,13,,,,
169,6.5678391959799,2.93829e-11,-67.278,1.13492e-11,-2.71038e-11,10,13,,,,
170,6.615577889447236,3.00366e-11,-67.38,1.15517e-11,-2.77273e-11,10,13,,,,
171,6.663316582914572,3.08022e-11,-68.37,1.13528e-11,-2.8635e-11,10,13,,,,
172,6.711055276381909,3.08484e-11,-68.388,1.13616e-11,-2.86812e-11,10,13,,,,
173,6.758793969849245,3.0939e-11,-68.376,1.14025e-11,-2.87629e-11,10,13,,,,
174,6.806532663316583,3.11291e-11,-68.904,1.12035e-11,-2.90453e-11,10,13,,,,
175,6.854271356783919,3.11664e-11,-68.79,1.12728e-11,-2.9056e-11,10,13,,,,
176,6.902010050251256,3.14044e-11,-68.568,1.14735e-11,-2.92337e-11,10,13,,,,
177,6.949748743718592,3.12659e-11,-68.748,1.13332e-11,-2.91414e-11,10,13,,,,
178,6.99748743718593,3.11327e-11,-68.898,1.12089e-11,-2.90453e-11,10,13,,,,
179,7.0452261306532655,3.16869e-11,-68.88,1.14185e-11,-2.95606e-11,10,13,,,,
180,7.092964824120603,3.13884e-11,-68.514,1.14966e-11,-2.92071e-11,10,13,,,,
181,7.140703517587939,3.11096e-11,-68.502,1.14007e-11,-2.89458e-11,10,13,,,,
182,7.188442211055277,3.13352e-11,-68.736,1.13616e-11,-2.92035e-11,10,13,,,,
183,7.236180904522612,3.1257e-11,-68.808,1.12995e-11,-2.91467e-11,10,13,,,,
184,7.28391959798995,3.12463e-11,-68.664,1.1367e-11,-2.91058e-11,10,13,,,,
185,7.331658291457286,3.11362e-11,-68.748,1.12853e-11,-2.90205e-11,10,13,,,,
186,7.3793969849246235,3.12392e-11,-68.706,1.13439e-11,-2.91076e-11,10,13,,,,
187,7.427135678391959,3.14222e-11,-68.682,1.1422e-11,-2.92746e-11,10,13,,,,
188,7.474874371859297,3.16922e-11,-68.688,1.15162e-11,-2.95286e-11,10,13,,,,
189,7.522613065326633,3.44207e-11,-70.506,1.14878e-11,-3.24472e-11,10,13,,,,
190,7.57035175879397,3.56108e-11,-71.682,1.11911e-11,-3.38078e-11,10,13,,,,
191,7.618090452261306,3.58524e-11,-71.814,1.11893e-11,-3.40636e-11,10,13,,,,
192,7.665829145728644,3.51792e-11,-71.286,1.12853e-11,-3.33211e-11,10,13,,,,
193,7.71356783919598,3.62166e-11,-71.694,1.13741e-11,-3.43852e-11,10,13,,,,
194,7.7613065326633155,3.64582e-11,-71.766,1.1406e-11,-3.46285e-11,10,13,,,,
195,7.809045226130653,3.33158e-11,-69.906,1.14451e-11,-3.1289e-11,10,13,,,,
196,7.856783919597989,3.34028e-11,-70.23,1.12977e-11,-3.14364e-11,10,13,,,,
197,7.9045226130653266,3.50104e-11,-71.316,1.12177e-11,-3.31684e-11,10,13,,,,
198,7.952261306532662,3.55469e-11,-71.346,1.13687e-11,-3.36835e-11,10,13,,,,
199,8.0,3.57903e-11,-71.484,1.13652e-11,-3.39393e-11,10,13,,,,
